Symbol,Name
0EPW,HOCHTIEF AG NPV
0ERM,IBERPAPEL GESTION SA EUR0.60
0ERY,INCAP OY NPV
0EUH,INDUS-HOLDING AG NPV
0EV1,
0EVB,INYPSA INFORMES Y PROYECTOS SA EUR0.50
0EVE,INTEROIL EXPLORATION & PRODUCTION
0EVI,INNATE PHARMA A EUR0.05
0EWD,INTERPUMP GROUP EUR0.52
0EWO,INVISION SOFTWARE AG NPV
0EWR,INIT AG NPV
0EXG,JERONIMO MARTINS SGPS EUR1.
0EXP,JUNGHEINRICH NON VTG PRF SHS NPV
0EYG,KBC GROUPE SA NPV
0EYJ,KOBENHAVEN LUFTHAVE AS DKK100
0F07,KAUFMAN & BROAD EUR0.26
0F08,KONGSBERG GRUPPEN ASA NOK5
0F0J,KITRON ASA NOK1
0F1N,KWS SAAT AG NPV
0F29,LASSILA & TIKAN ORD NPV
0F2N,LDLC.COM EUR0.18
0F2S,LINEDATA SERVICES EUR1
0F2Z,LEIFHEIT AG NPV
0F3G,LINGOTES ESPECIALE EUR1
0F4I,KLEPIERRE EUR1.40
0F4O,LOTUS BAKERIES ORD NPV
0F6I,MANUTAN INTERNATIONAL EUR2
0F6L,MAUREL & PROM EUR0.77
0F7F,DURO FELGUERA EUR0.5
0F7M,MEDION AG NPV
0F8T,MAISONS FRANCE CONFORT NPV
0F8V,MGI COUTIER EUR8
0FA0,MELEXIS NPV
0FB0,MOTA ENGIL SGPS EUR1
0FBL,MONTI ASCENSORI EUR0.5
0FBS,MOBISTAR NPV
0FBX,MONTEBALITO SA EUR1
0FC9,MTU AERO ENGINES INVEST NPV (REGD)
0FDT,NEMETSCHEK AG ORD NPV
0FF9,NORDIC SEMICONDUCTOR NOK0.05
0FFY,NOKIAN RENKAA(NOKIAN TYRES) EUR0.2
0FGH,NORWEGIAN AIR SHUTLE ASA NOK0.10
0FGL,NEXUS AG NPV
0FH7,OHB TELEDATA AG NPV
0FHO,PIRAEUS PORT AUTHORITY EUR2
0FHP,OLAV THON EIENDOMSSELSKAP NOK10
0FHS,OLVI SER`A`EUR2
0FI1,OPAP SA EUR0.30(CR)
0FI5,OPERA SOFTWARE SA NOK0.02
0FIN,ORKLA ASA NOK1.25
0FIZ,HELLENIC TELECOM.ORGANIZATION S.A.
0FJ8,OUTOKUMPU OYJ `A`NPV
0FJC,PATRIZIA IMMOBILIEN AG NPV
0FLE,PETZETAKIS SA EUR1
0FM1,PIAGGIO & C SPA EUR0.52
0FMN,POLSKI KONCERN NAFTOWY ORLEN SA PLN1.25
0FMO,POWSZECHNA KASA OSZCZED BK POLSKI PLN1
0FN3,SPAREBANKEN PLUSS NOK100
0FNZ,PONSSE NPV
0FP9,BANCA PROFILO EUR0.52
0FPB,PARIS ORLEANS EUR2
0FPJ,PROLOGUE SA EUR1
0FQ8,PORTUGAL TELECOM SGPS SA EUR0.35(REGD)
0FQI,PUBLICIS GROUPE SA EUR0.40
0FQN,PUNCH INTERNATIONAL NPV
0FQR,PFEIFFER VACUUM TECHNOLOGY ORD NPV
0FQS,PESCANOVA SA EUR6
0FRE,QUEST FOR GROWTH NPV
0FRI,QUANTEL EUR3
0FRJ,RATIONAL AG NPV
0FRW,ROSENBAUER INTERNATIONAL AG NPV
0FS8,RENEWABLE ENERGY CORP AS NOK1
0FSJ,RENTA CORPORACION REAL ESTATE EUR1
0FSO,RETAIL ESTATES NPV
0FT3,RIBER EUR0.16
0FUT,RUCH S.A. PLN1
0FWN,SANDNES SPAREBANK
0FWY,SALMAR ASA NOK0.25
0G0X,SILICON SENSOR INTERNATIONAL AG NPV
0G15,KOENIG & BAUER AG NPV
0G1T,SOLUCOM SA NPV
0G29,SEMPERIT HLDGS AG NPV
0G2X,SOFINA NPV
0G2Z,SOLSTAD NOK2
0G33,SOLAR A/S `B`DKK100
0G34,MOURY CONSTRUCT NPV
0G3T,SO PA F SPA EUR0.50
0G45,SPAREBANKEN SOR NOK10
0G5B,STO AG NON VTG PRF NPV
0G5H,TH TIEDONHALLINT THT IV NPV
0G67,SPAREBANKEN VEST NOK100 GRUNNFONDSBEVIS
0G68,KENDRION N.V. EUR2
0G6T,SYMRISE AG NPV
0G6W,SYSTEMAT NPV
0G73,SOFTING AG NPV
0G77,SALZGITTER AG ORD NPV
0G7B,SUDZUCKER AG NPV
0G7F,TANDBERG ASA NOK1(NEW)
0G8C,TELENOR ASA ORD NOK6
0G99,THROMBOGENICS NPV
0G9J,TAMBURI INVESTMENT PARTNERS EUR0.52
0G9W,GESTEVISION TELECINCO SA ORD EUR0.5
0GA3,TELECOM ITALIA SPA(NEW) DI RISP EUR0.55
0GAF,TELENET NPV
0GB7,TELEKOMUNIKACJA POLSKA PLN3
0GC8,TAKKT AG NPV
0GCN,TURBON AG NPV
0GD5,UBM REALITAETENENTWICKLUNG NPV
0GDH,ULRIC DE VARENS NPV
0GDR,UNIQA VERSICHERUNG AG NPV
0GDU,UNIPETROL CZK100
0GE4,UNITED INTERNET AG NPV
0GEA,UZIN UTZ AG NPV
0GEG,VAISALA NPV`A`
0GF6,VEIDEKKE NOK0.5
0GFN,VIPA HOLDING NPV
0GGH,VITTORIA ASSICURAZIONI EUR1
0GHX,VUKI AS EUR33.19
0GID,WAREHOUSES ESTATES BELGIUM CVA NPV
0GJA,WOLFORD AG NPV
0GJK,WASHTEC AG NPV
0GJN,WUSTENROT & WURTTEMBERGISCHE AG NPV
0GJS,XILAM ANIMATION EUR0.10
0GK0,CAST NPV
0GKA,YIT OYJ NPV
0GM2,LEROY SEAFOOD GROUP NOK1
0GM9,ESI GROUP EUR3
0GMG,ADDNODE AB SER`B`NPV
0GN6,ARGAN EUR2
0GNK,KNOW IT ORD NPV
0GNV,HEBA FASTIGHETS AB SER`B`NPV
0GO4,SWEDISH MATCH AB NPV
0GOX,POLYTEC HOLDING AG EUR1
0GOZ,DATATRAK HLDGS EUR0.232937
0GP7,MEDIVIR SER`B`NPV
0GQE,CLAS OHLSON AB SER `B` NPV
0GQU,ACTIVE BIOTECH NPV
0GRK,MILLICOM INTERNATIONAL CELLULAR BDR EACH
0GRP,BIOTAGE AB NPV
0GRX,HEXAGON AB SER`B`NPV
0GRZ,RAYSEARCH LABORATORIES AB SER`B`NPV
0GSE,MIDELFART SONESSON AB SER`B`NPV
0GSS,NOTE AB ORD NPV
0GT1,CASTELLUM AB SEK0.50
0GT3,PROACT IT GROUP NPV
0GT7,METABOLIC EXPLORER EUR10
0GTI,CRCAM BRIE PICARDIE (2EME DU NOM) EUR5
0GTM,DIOS FASTIGHETER AB NPV
0GTN,BIOGAIA AG SER`B`NPV
0GTO,KAPSCH TRAFFICCOM AG NPV
0GTR,HUSQVARNA SER`B`NPV
0GU8,SOFTRONIC AB SER B NPV
0GUO,CTT SYSTEMS NPV
0GUX,SKANDINAVISKA ENSKILDA BANKEN SER`C`NPV
0GVS,CATENA AB NPV
0GW0,NOBIA AB NPV
0GW3,HUFVUDSTADEN AB SER`A`NPV
0GW8,GRIEG SEAFOOD NOK1
0GWB,LUNDBERGFORETAGEN AB SER`B`NPV
0GWI,HUSQVARNA SEK100 SER`A`
0GWJ,CLINICA BAVIERA SA EUR0.01
0GWL,SAAB AB SER`B`NPV
0GWS,BILLERUD AB NPV
0GX2,NEURONES EUR0.40
0GXD,SVEDBERGS I DALSTROP SER`B`NPV
0GXJ,MODERN TIMES GROUP(MTG) SER`B`NPV
0GXK,VBG GROUP AB NPV `B`
0GXX,DUROC AB `B`NPV
0GY8,AEFFE SPA EUR0.25
0GYM,ACKERMANS NPV(POST SPLIT)
0GYQ,VARTA AG NPV
0GYZ,NORDIC MINING ASA NOK0.1
0GZK,IBA(ION BEAM APPLICATIONS) NPV(POST
0GZV,GETINGE AB SER`B`NPV
0GZX,DIASORIN S.P.A. EUR1
0H00,BANCO DE SABADELL SA EUR0.125
0H0G,SWECO AB SER`B`NPV
0H0L,ROTTNEROS AB ORD NPV
0H0U,SENSYS TRAFFIC AB NPV
0H13,INDUSTRIVARDEN AB SER`A`NPV
0H14,NET INSIGHT NPV SER`B`
0H19,OREXO AB NPV
0H1C,VOSTOK NAFTA LTD SDR USD1.00
0H22,BIOINVENT AB NPV
0H2J,PREVAS AB SER`B`NPV
0H2W,BERGS TIMBER AB SER`B`NPV
0H2Z,FASTIGHETS BALDER AB NPV
0H30,INDUTRADE AB NPV
0H38,PRICER AB SER`B`NPV
0H3Q,DEUTSCHE POST AG NPV(REGD)
0H3T,DEUTSCHE BOERSE AG NPV
0H4A,DEUTSCHE LUFTHANSA AG NPV
0H4N,GAMESA CORPORACION TECNOLOGICA SA ORD
0H59,ACCOR EUR3
0H65,JUVENTUS FOOTBALL CLUB SPA EUR0.10
0H6G,ENI EUR1
0H6I,TELECOM ITALIA SPA(NEW) EUR0.55
0H6T,SWEDBANK AB SER`A`NPV
0H6X,TELIASONERA AB NPV
0H7D,DEUTSCHE BANK AG ORD NPV(REGD)
0H7I,LANXESS AG NPV
0H7O,BANKINTER SA EUR0.30(REGD)
0H8X,LOCINDUS EUR5.75
0H9M,APPTIX ASA NOK0.0333
0H9P,INTRUM JUSTITIA AB NPV
0H9U,DEXIA NPV
0H9X,FRESENIUS MEDICAL CARE AG & CO.KGAA NPV
0HA0,RWE AG(NEU) NPV`A`
0HA3,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0HA5,ABERTIS INFRAESTRUCTURAS EUR3
0HA8,CORPORACION FINANCIERA ALBA EUR1
0HA9,INDRA SISTEMAS S.A EUR0.20'A'
0HAA,FOMENTO DE CONSTRUCCIONES Y CONTRA EUR1
0HAC,ACS ACTIVIDADES DE CONSTRUCCION Y ORD
0HAF,NOKIA CORP NPV0.06
0HAG,SAMPO SER'A'NPV
0HAH,FORTUM OYJ EUR3.40
0HAI,CREDIT AGRICOLE EUR3
0HAL,CARREFOUR EUR2.5
0HAN,BOUYGUES EUR1
0HAQ,SANOFI-AVENTIS EUR2
0HAR,AXA EUR2.29
0HAT,PERNOD-RICARD NPV
0HAU,LVMH MOET-HENNESSY LOUIS VUITTON EUR0.30
0HAV,SODEXHO ALLIANCE EUR4
0HAZ,CAP GEMINI EUR8
0HB0,CANAL PLUS EUR0.75
0HB1,CASINO GUICHARD-PERRACHON EUR1.53
0HB2,LAGARDERE GROUP S.C.A. EUR6.10(REGD)
0HB4,DASSAULT SYSTEMES SA EUR1
0HB5,BNP PARIBAS EUR2
0HB7,FRANCE TELECOM EUR4
0HB9,ALSTOM EUR14
0HBA,EDF EUR0.50
0HBC,INTESA SANPAOLO SPA EUR0.52
0HBF,MEDIOBANCA SPA EUR0.50
0HBH,RCS MEDIAGROUP EUR1
0HBL,AEM SPA EUR0.52
0HBP,HENNES & MAURITZ AB NPV 'B'
0HBQ,SKF AB SER`B`NPV
0HBT,SKANSKA AB SER'B'NPV
0HBY,SKANDINAVISKA ENSKILDA BANKEN SER'A'NPV
0HC0,SANDVIK AB NPV
0HC8,ROULARTA MEDIA GROUP NV NPV
0HCC,3U HLDGS AG NPV
0HCI,
0HCR,NOBEL BIOCARE AG CHF2
0HCT,VIVENDI EUR5.5
0HCV,KBC ANCORA CVA NPV
0HD9,ZONCOLAN ASA NOK0.07
0HDJ,MEKONOMEN AB NPV
0HDK,SYSTEMAIR AB NPV
0HDP,D/S NORDEN DKK1
0HDQ,SYNERGIE EUR5
0HDU,BOUVET ASA NOK1
0HDY,GOLAR LNG COM STK USD1.00
0HE2,EPICEPT CORP COM STK USD0.0001
0HE6,NYSE EURONEXT INC COM STK USD0.01
0HEQ,C.M.B.(COMPANY MARITIME BELGE) NPV
0HFI,GEMALTO EUR1
0HFP,INMOBILIARIA DEL SUR EUR2
0HFR,JAZZTEL EUR0.08
0HG8,
0HGC,PORSCHE AG NON VTG PRF NPV
0HGR,SUBSEA 7 INC COM STK USD0.01
0HGZ,TOWER GROUP A/S DKK10
0HHI,SURTECO SE NPV
0HHT,SAF MAGELAN AD BGN1
0HHU,SIRAGA EUR3.75
0HIT,IBERDROLA SA EUR0.75
0HIY,BOLSAS Y MERCADOS ESPANOLES EUR3.23
0HJC,VILMORIN ET CIE EUR15.25
0HJF,ABB LTD CHF2.50(REGD)
0HJI,S.E.S.SA FIDUCIARY DR EACH REP 1`A`SHS
0HJL,ICADE EMGP NPV
0HK4,COMPAGNIE FINANCIERE RICHEMONT SA
0HKE,NOVARTIS AG CHF0.50(REGD)
0HKF,OC OERLIKON CORP AG CHF20(REGD)
0HL5,TRDNJAVA HLDG DD NPV
0HL8,WALLENSTAM SER`B`NPV
0HLE,FAIR VALUE REIT-AG NPV
0HLQ,TAG TEGERNSEE IMMO AG NPV
0HLU,EURONEXT AMSTERDAM EUR6
0HM0,VGP NV EUR0.014
0HMM,DOF ASA NOK2
0HMZ,GRUPPO COIN SPA. EUR0.10
0HN1,ROYAL CARIBBEAN CRUISES COM STK USD0.01
0HN3,S.E.S.SA FIDUCIARY DR EACH REP 1`A`SHS
0HNZ,ARSEUS NV NPV
0HOB,ARCHER-DANIELS-MIDLAND CO COM STK NPV
0HOH,COFINIMMO ORD NPV
0HOJ,COMPUGROUP HOLDING AG NPV
0HOU,INGENICO EUR1
0HOY,KONGSBERG AUTOMOTIVE ASA NOK0.50
0HQN,ALCOA INC COM STK USD1
0HQU,COLRUYT SA NPV
0HQW,STALLERGENES EUR0.95
0HR3,DUNI AB SEK10
0HRJ,SSAB(SVENSKT STAL)AB SER`A`NPV
0HRR,STALLERGENES EUR0.95
0HRZ,L`OREAL EUR0.20
0HT4,FIAT SPA DI RISP EUR5(NON CNV)
0HTF,NORWEGIAN ENERGY CO SA NOK3.10
0HTP,VOLVO(AB) SER`B`NPV
0HTS,INTEX RESOURCES ASA NOK0.5
0HTZ,COFINIMMO ORD NPV
0HV2,HERMES INTERNATIONAL NPV
0HV8,FONCIER FINANCIERE ET DE PARTICIP EUR2
0HVB,INGENICO EUR1
0HVC,GROUPE JAJ EUR1
0HVF,TESFRAN EUR20
0HVP,ROYAL CARIBBEAN CRUISES COM STK USD0.01
0HW0,KONGSBERG AUTOMOTIVE ASA NOK0.50
0HW4,SECURITAS AB SER`B`NPV
0HWG,NYSE EURONEXT INC COM STK USD0.01
0HX1,OLYMPIQUE LYONNAIS GROUPE EUR1.52
0HX7,NORDIC SERVICE PARTNERS HLDGS AB NPV
0HXB,TENARIS S.A. USD1
0HY2,CEMENTIR SPA EUR1
0HYI,SIMULATION ANALYSIS & FORECASTING
0HYP,AGROS DEVELOPMENT PROODOS EUR1.71
0HYR,PANAYIDES CONTRACTING EUR0.34
0HZC,EURAZEO ORD NPV
0HZD,WENDEL INVESTISSEMENT EUR4
0HZW,VIEL & CIE EUR0.20
0I0H,PISCINES DES JOYAUX EUR3.09
0I0L,EUROMEDIS GROUPE EUR2
0I0T,ORAL HAMMASLAAKARIT NPV
0I14,SANOMA WSOY OYJ NPV
0I15,UNION FINANCIERE DE FRANCE NPV
0I1W,ROYAL CARIBBEAN CRUISES COM STK USD0.01
0I21,SIEM OFFSHORE USD0.01
0I2R,ATLANTIA SPA EUR1
0I3G,WERELDHAVE BELGIUM NPV
0I3I,ATLANTIC AIRWAYS P/F DKK100
0I3Q,BARCO(NEW) NPV
0I3Z,DEUTSCHE EUROSHOP AG NPV
0I47,DRAGERWERK AG NON VTG PREF NPV
0I4P,STOREBRAND ASA `A`NOK5
0I4Q,ST MICROELECTRONICS EUR1.04
0I4X,SODEXHO EUR4
0I50,ELMA HOLDING EUR0.09
0I5O,BERGMAN & BEVING AB SER B NPV
0I5P,GLASTON OYJ NPV
0I5Z,ALFA LAVAL AB NPV
0I6Q,DELHAIZE FRERES ET CIE(LE LION)SA NPV
0I77,CEE IMOTI REIT BGN1
0I8Y,ELISA OYJ NPV
0I9L,SSAB(SVENSKT STAL)AB SER`A`NPV
0IA2,KINNEVIK INVESTMENTS AB SER`B`NPV
0IAH,SECURITAS AB SER`B`NPV
0IAW,ZON MULTIMEDIA SERVICIOS EUR0.01
0IAX,DASSAULT AVIATION EUR8
0IB0,ARKEMA EUR10
0ICP,CELL THERAPEUTICS INC COM STK NPV
0ICU,ORGASYNTH EUR2
0IDA,PIXELPARK AG NPV
0IDU,DOCKWISE LTD USD0
0IE9,SEMAPA SOC INVEST E GESTAO SGPS EUR1
0IFM,POL-AQUA S.A. PLN1
0IFR,PETROLINVEST S.A. PLN10
0IGA,ORIOLA-KD CORPORATION SER`B`NPV
0IGF,NEXANS EUR1
0IH3,KOMERCNI BANKA CZK500
0IH4,CELL THERAPEUTICS INC COM STK NPV
0IHM,ATRIUM LJUNGBERG SER`B`NPV (POST SPLIT)
0IHP,AMG ADVANCED METALLURGICAL GROUP N.
0II2,KONE OYJ NPV ORD `B`
0II4,GREENERGYCAPITAL SPA NPV
0IID,PARIS RE HLDGS LTD CHF9.72
0IIF,VIVENDI EUR5.5
0IIH,PPR EUR4
0IIM,BALKANKAR REKORD AD BGN1
0IIO,SARANTIS SA EUR1.53
0IJ7,CRCAM LANGUEDOC EUR10 (INVESTMENT
0IJO,MEINL EUROPEAN LAND EUR5(AUST CERT)
0IJV,ALITA LTL1
0IJW,ZENTIVA NV ORD EUR0.01
0IKH,KOMERCNI BANKA CZK500
0IKJ,WARTSILA OYJ ABP EUR3.5
0IKW,ST MICROELECTRONICS EUR1.04
0IL0,DEVIN AD DEVIN BGN1
0ILI,FLUIDRA SA EUR1
0ILL,LABORATORIOS FARMACEUTOCOS ROVI SA
0ILW,LYXOR INTL ASSET MANAGEMENT LYXOR ETF
0IM3,AKER PHILADELPHIA SHIPYARD NOK10
0IMT,PHOTOCURE ASA NOK0.5
0IMY,MARFIN INVESTMENT GROUP HLDGS SA EUR7.89
0IN2,GROUPE BRUXELLES LAMBERT(NEW) NPV
0IN3,IMS(INTERNATIONAL METAL SERVICE) NPV
0INB,ST MICROELECTRONICS EUR1.04
0IND,DUNAV HOLDING JSC BGN1
0IO2,KUHNE & NAGEL AG CHF1(REGD)
0IP1,BASTIDE LE CONFORT MEDICAL EUR0.45
0IP9,PAGES JAUNES EUR0.2
0IPD,MOBOTIX AG NPV (REG)
0IPT,AKER SOLUTIONS ASA NOK2
0IPY,AUBAY TECHNOLOGY EUR0.50
0IQC,PETAR KARAMINCHEV AD BGN1
0IQU,MERCIALYS EUR1
0IR9,BULGARIAN HOLDING CO BGN1
0IRE,HYDROPNEVMOTEHNIKA JSC BGN2
0IRF,EVOTEC AG NPV
0IRK,ALTAREA NPV
0IRN,ASSYSTEM SA EUR1
0ISM,HKSCAN CORP NPV
0IT3,SCOR EUR7.876972
0ITS,INDUSTRIALEN KAPITAL HLDG AD BGN1
0ITV,ZENIT AGROHOLDING AD BGN1
0IU8,SAFRAN S.A. EUR0.20
0IUE,TOUR EIFFEL EUR48
0IUJ,INTER PARFUMS EUR 3
0IUV,TOTAL GABON ORD USD17
0IV3,GRAND HOTEL VARNA BGN1
0IVJ,LECTRA EUR1.5
0IVM,SPAREBANKEN MIDT NORGE PRIMARY CAPITAL
0IVW,BULGARSKA ROZA-SEVTOPOLIS BGN1
0IW3,SVINEKOMPLEKS NIKOLOVO AD BGN1
0IW5,THALES EUR3
0IW7,THOMSON SA EUR3.75
0IWU,FABASOFT AG NPV
0IWV,VAN DE VELDE ORD NPV
0IWZ,ESKER EUR2
0IX0,GENERALE LOCATION EUR4
0IXL,NRJ GROUP ORD NPV
0IXY,FONCIERE LYONNAISE EUR2
0IXZ,BOLLORE SA EUR16
0IY1,ATRIA EUR1.70
0IYF,IDEAL GROUP SA PREF SHS EUR1.50
0IYG,AF AB SER`B` NPV
0IYS,PIRELLI & CO SPA EUR0.52
0IYU,TRASMISSIONE ELETTRICITA RETE NAZIO ORD
0IZ6,SIPEF NV(INTERN PLANT & FINANCE) NPV
0IZ8,HENKEL AG & CO KGAA NPV(BR)
0IZC,HENKEL AG & CO KGAA NON.V PRF NPV
0IZM,ABG SUNDAL COLLIER HLDG ASA NOK0.23`A`
0J04,ALLGEMEINE BAUGESELLSCHAFT PORR AG
0J0H,KEYWARE TECHNOLOGIES NPV (POST
0J1G,GREENERGYCAPITAL SPA NPV
0J1N,SPAREBANKEN NORD NORGE NOK50
0J1R,RYTU SKIRTOMIEJI TINKLAI LTL1
0J1Z,ZON MULTIMEDIA SERVICIOS EUR0.01
0J2O,CROSSWOOD SA EUR3
0J2R,ALSTOM EUR14
0J2S,AST GROUPE ORD EUR0.36
0J2X,EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1
0J38,COHERIS EUR0.40
0J39,SOFIBUS NPV
0J3F,SODEXHO EUR4
0J3H,SLUNTCHEV DEN JSC - PLOVDIV BGN1
0J3X,COFINIMMO ORD NPV
0J4M,BANCO PASTOR EUR0.33 (POST SPLIT)
0J50,ORAD HI TEC SYSTEMS ORD ILS0.01
0J5B,ELECTROMAGNETIC GEOSERVICES NOK0.25
0J5Q,DANE ELEC MEMORY EUR0.32
0J6V,FONCIERE DES REGIONS GFR EUR3
0J6X,TELEPERFORMANCE EUR2.50
0J6Y,SOCIETE GENERALE EUR1.25
0J77,ODFJELL ASA SER`A`NOK2.5
0J7X,MBB INDUSTRIES AG NPV
0J86,GERARD PERRIER INDUSTRIE EUR1
0J8S,ASPO OYJ NPV
0J8W,JACQUET METALS SA NPV
0J9C,DUERR AG NPV
0J9O,MANZ AUTOMATION AG NPV
0JAC,THRACE PLASTICS EUR0.50
0JAV,EINHELL GERMANY AG NON VTG PREF NPV
0JBY,ELANDERS AB SER`B`NPV
0JD3,JULIUS MEINL COFFEE INTL. AS EUR0.34
0JDI,ENERVIT SPA NPV
0JDM,
0JDP,BABCOCK BORSIG AG(NEW) NPV
0JE5,AMERICAN SHIPPING CO ASA NOK10
0JEV,OPTION NV NPV
0JEW,COLRUYT SA NPV
0JEZ,PSI GROUP NOK0.62
0JFM,ZLATA MONETA II NPV
0JFT,MARINE FARMS AS NOK2
0JG5,ELEKTROBIT OYJ NPV
0JGB,LYXOR INTL ASSET MANAGEMENT LYXOR ETF
0JGK,LYXOR INTL ASSET MANAGEMENT MSCI US TECH
0JGL,PCI BIOTECH HOLDING ASA NOK3
0JH3,UNITED MAILSOLUTIONS HOLDING AG NPV
0JH4,SPAR NORD BANK AS DKK10
0JHN,PIPIS BROTHERS FARM EUR0.34
0JHU,PORSCHE AUTOMOBIL HLDG SE NON VTG PRF
0JI3,BADGER EXPLORER ASA NOK0.125
0JI9,THIN FILM ELECTRONICS ASA NOK0.11
0JJJ,PROSAFE PRODUCTION USD0.1
0JJM,BIOPORTO A/S DKK3
0JJP,ACTIA GROUP EUR0.75
0JK4,TAG TEGERNSEE IMMO AG NPV
0JKF,1 GARANTOVANA A.S. EUR33
0JLQ,SANOMA CORP NPV
0JLW,B+S BANKSYSTEME AG NPV
0JMU,TECHNOTRANS AG NPV
0JN9,DSV DKK1
0JNI,EUTELSAT COMMUNICATIONS EUR1
0JOD,JINHUI SHIPPING & TRANSPORTATION ORD
0JOE,KUKA AG NPV
0JOI,RICOH CO NPV
0JPB,KUNERT NON VTG PRF NPV
0JQI,AUDIO VISUAL ENTERPRISES S.A EUR0.7
0JQQ,ARCHER-DANIELS-MIDLAND CO COM STK NPV
0JQR,ATMEL CORP COM STK USD0.001
0JR1,BINDER&CO AG NPV (BR)
0JR2,LEONARDO VENTURE KGAA COM NPV
0JRL,KOGEL FAHRZEUGWERK AG NON VTG PRF NPV
0JS2,MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR
0JSU,SIPEF SA NPV
0JT4,GEK TERNA HLDGS REAL EST CONSTRCT
0JT5,MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR
0JTZ,FRAPORT AG NPV
0JVS,HYPOPORT AG NPV
0JWO,ATEA ASA NOK10
0JX9,MARIMEKKO OY NPV
0JXF,PROTECTOR FORSIKRING ASA NOK1
0JXG,Q-FREE NOK0.38
0JXZ,GALAPAGOS NV ORD NPV
0JYM,MLP AG NPV
0JYO,BB BIOTECH CHF1
0JYZ,LOOMIS AB NPV`B`
0JZ0,LOVECH-TOURS JSC BGN1
0JZ1,RECYCLIRASHTO PREDPRIATIE AD BGN1
0JZ8,PINGUINLUTOSA NV NPV
0JZS,LPKF LASER & ELECTRONICS AG NPV
0JZZ,VALUE8 NV EUR2
0K11,WACKER NEUSON SE NPV
0K2F,BILLBOARD AD BGN10
0K2K,CBA ASSET MANAGEMENT AD BGN1
0K2P,EXPAT BETA REIT-SOFIA BGN1
0K3H,
0K45,EXOR SPA EUR0.52
0K4O,ICADE (NEW) NPV
0K5E,DRAGERWERK AG NON VTG PREF NPV
0K6F,WINTER AG NPV
0K6O,RILKEN S.A. EUR2
0K6R,NORDECON INTERNATIONAL EEK10
0K75,CLOETTA AB `B`NPV
0K78,ASSICURAZIONI GENERALI SPA EUR1
0K7F,AURUBIS AG ORD NPV
0K7J,ANTENA 3 TELEVISION EUR0.75
0K7U,AGFA GEVAERT NV ORD NPV
0K7V,AKER ASA SER `A` NOK28
0K7X,AUTOLIV INC USD1 SDR
0K80,APRIL GROUP EUR0.4
0K85,AZIMUT HLDG S.P.A ORD NPV
0K8D,BOLIDEN AB NPV.
0K8J,AREVA(CI) EUR38(CERT D`INVEST)
0K8M,CARGOTEC CORPORATION NPV ORD `B`
0K8N,BENETEAU EUR0.10
0K8W,DERICHEBOURG EUR2
0K91,EUROCASTLE INVESTMENT ORD NPV
0K92,EDISON SPA EUR1
0K93,CREDITO EMILIANO SPA EUR1
0K96,GRUPO EMPRESARIAL ENCE SA EUR0.9
0K97,ELECNOR SA EUR0.1
0K9A,EURONAV NPV
0K9E,HELLENIC EXCHANGES HLDGS EUR1.75
0K9H,FAES FARMA SA EUR0.1
0K9J,FIAT SPA DI RISP EUR5(NON CNV)
0K9L,FONDIARIA - SAI SPA EUR1 (DI RISP)
0K9N,RALLYE EUR3
0K9O,GEOX S.P.A. ORD EUR0.1
0K9P,GN STORE NORD DKK4
0K9T,ELLAKTOR SA EUR0.81
0K9U,HELLENIC PETROLEUM SA EUR2.18
0K9V,HAL TRUST CERTS(1 UNIT)
0K9W,HUHTAMAKI OYJ `I`NPV
0KA1,INTRALOT SA EUR0.30
0KA3,IPSOS EUR0.25
0KAB,KKR PRIVATE EQUITY INVESTORS COMMON
0KAS,MEDIQ NV EUR0.25
0KAV,ARNOLDO MONDADORI EDITORE SPA EUR0.26
0KAZ,MYTILINEOS HLDGS EUR0.60(REGD)
0KB3,NEXITY EUR5
0KBI,BANCA POPOLARE DELL`ETRURIA LAZIO EUR3
0KBK,SEAT-PAGINE GIALLE NPV
0KBL,PETROLEUM GEO SERVICES ASA NOK3
0KBQ,RATOS AB NPV SER `B`
0KBS,RECORDATI EUR0.125
0KBT,REDES ENERGETICAS NACIONAIS SGPS SA EUR1
0KBU,RHODIA EUR12
0KBV,REALIA BUSINESS SA ORD EUR0.24
0KBY,RENTA 4 SERVICIOS DE INVERSION SA EUR0.4
0KBZ,REXEL PROMESSES EUR5
0KC0,SIAULIU BANKAS LTL1
0KC4,SEA STAR CAPITAL PLC EUR0.04
0KCC,SLIGRO FOOD GROUP NV EUR0.06
0KCD,SOLARIA ENERGIA Y MEDIO AMBIENTE SA
0KCI,SSAB(SVENSKT STAL)AB SER`B`NPV
0KCK,STORA ENSO OYJ SER`R`NPV(STOCKHOLM ONLY)
0KCP,TESSENDERLO CHEMIE NPV
0KD1,TUBACEX EUR0.45
0KD2,TUBOS REUNIDOS SA EUR0.10
0KDD,VOCENTO SA EUR0.20
0KDK,BARCO(NEW) NPV
0KED,INFINEON TECHNOLOGIES AG ORD NPV
0KEF,MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KEI,BAYERISCHE MOTOREN WERKE AG NON VTG PREF
