Co_ID;PO ID;Exchange;Name;" Root
Ticker "; MarketCap ; OutstandingShares ;Sector; Sub-Sector ;"HQ
Location";"HQ
Region";Listing Type;Listing Date;Interlisted;OTC;CPC;CompositeIndex;2024 Venture 50;USA City;Asia Region;Israel Related;Clean Technology Primary Industry;Cleantech Sub-Sector;"Consumer Products & Services
Sub-Sector"; Life Sciences Sub-Sector ; Real Estate Sub-Sector ; Technology Sub-Sector ;Trust; Volume ; Value ; Trades ; MonthsTrading 
V-00776;1023984;TSXV;Electrum Discovery Corp.;ELY; 10 394 440 ; 98 994 668 ;Mining;;BC;Canada;RTO;20240123;;;;;;;;;;;;;;;; 21 096 695 ; 1 838 610 ; 1 721 ;11
V-04682;1184140;TSXV;Element 29 Resources Inc.;ECU; 67 148 255 ; 119 907 598 ;Mining;;BC;Canada;IPO;20201207;;OTCQB;;;;;;;;;;;;;; 10 493 204 ; 3 045 563 ; 1 713 ;11
V-03914;1138090;TSXV;Element Lifestyle Retirement Inc.;ELM; 1 057 175 ; 70 478 300 ;Real Estate;;BC;Canada;RTO from NEX;20151204;;;;;;;;;;;;; Specialized ;;; 528 083 ; 8 020 ; 47 ;10
V-02730;1116770;TSXV;Elemental Altus Royalties Corp.;ELE; 282 626 980 ; 245 762 591 ;Mining;;BC;Canada;RTO from NEX;20200730;;OTCQX;;Y;;;;;;;;;;;; 11 776 894 ; 12 896 362 ; 7 527 ;11
V-00055;1008741;TSXV;Elysee Development Corp.;ELC; 8 645 717 ; 28 346 613 ;Financial Services;Mining Services;BC;Canada;;;;;;;;;;;;;;;;;; 3 726 485 ; 1 133 376 ; 850 ;11
V-04415;1181080;TSXV;Emerge Commerce Ltd.;ECOM; 5 566 870 ; 139 171 747 ;Technology;;ON;Canada;QT;20201214;;;Y;;;;;;;;;;; Internet Software & Services ;; 26 401 832 ; 1 113 336 ; 2 191 ;11
V-00627;28733;TSXV;Emergent Metals Corp.;EMR; 5 435 971 ; 51 771 157 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 13 667 326 ; 856 053 ; 1 258 ;11
V-03654;1139180;TSXV;Emerita Resources Corp.;EMO; 164 706 939 ; 249 555 968 ;Mining;;BC;Canada;QT;20130111;;OTCQB;Y;Y;;;;;;;;;;;; 41 886 483 ; 22 872 545 ; 15 263 ;11
V-04062;1153365;TSXV;Eminent Gold Corp.;EMNT; 17 795 165 ; 59 317 217 ;Mining;;BC;Canada;IPO;20121019;;OTCQB;;;;;;;;;;;;;; 6 353 720 ; 1 891 687 ; 1 007 ;11
V-00287;22181;TSXV;Empire Metals Corp.;EP; 7 927 763 ; 121 965 591 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 116 838 ; 7 762 ; 62 ;9
V-04683;1183985;TSXV;Empress Royalty Corp.;EMPR; 41 503 146 ; 118 580 418 ;Mining;;BC;Canada;Other;20201229;;OTCQX;;;;;;;;;;;;;; 18 646 715 ; 6 718 741 ; 5 927 ;11
V-00654;1023415;TSXV;EMX Royalty Corporation;EMX; 265 063 760 ; 110 905 339 ;Mining;;BC;Canada;;20031203;NYSE Mkt;;;Y;;;;;;;;;;;; 5 546 720 ; 13 491 779 ; 14 213 ;11
V-01482;817378;TSXV;Enablence Technologies Inc.;ENA; 28 765 467 ; 19 176 978 ;Technology;;ON;Canada;RTO;20060727;;;;;;;;;;;;;; Hardware & Equipment ;; 401 734 ; 556 245 ; 302 ;11
V-03124;1133795;TSXV;enCore Energy Corp.;EU; 971 382 586 ; 186 088 618 ;Mining;;NV;USA;RTO;20130521;NasdaqCM;;Y;Y;Y;Reno;;;;;;;;;; 48 099 090 ; 270 671 681 ; 143 327 ;11
V-04783;1185345;TSXV;Endurance Capital Corp.;ECAP.P; 544 000 ; 13 600 000 ;CPC;;BC;Canada;IPO/CPC;20210909;;;Y;;;;;;;;;;;;; 331 138 ; 16 337 ; 24 ;6
V-00633;1101624;TSXV;Endurance Gold Corporation;EDG; 24 198 446 ; 172 846 042 ;Mining;;BC;Canada;Other;20050804;;;;;;;;;;;;;;;; 9 353 372 ; 1 426 544 ; 1 242 ;11
V-03100;1126300;TSXV;Enduro Metals Corporation;ENDR; 4 792 745 ; 28 192 619 ;Mining;;BC;Canada;QT;20101110;;OTCQB;Y;;;;;;;;;;;;; 4 263 147 ; 1 114 891 ; 1 579 ;11
V-01517;1061527;TSXV;Enerev5 Metals Inc.;ENEV; 1 394 420 ; 278 883 918 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 7 935 817 ; 40 017 ; 205 ;11
V-04454;1181465;TSXV;Engineer Gold Mines Ltd.;EAU; 1 174 569 ; 26 101 533 ;Mining;;BC;Canada;Other;20180626;;OTCQB;;;;;;;;;;;;;; 2 735 055 ; 114 010 ; 277 ;11
V-00752;24893;TSXV;Engold Mines Ltd.;EGM; 1 862 170 ; 41 381 546 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 1 030 340 ; 67 703 ; 296 ;11
V-04224;1171907;TSXV;Entourage Health Corp.;ENTG; 4 604 466 ; 306 964 396 ;Life Sciences;Cannabis;ON;Canada;QT;20170427;;;Y;;;;;;;;; Medical Marijuana ;;;; 22 113 032 ; 276 554 ; 2 629 ;11
V-00641;1061423;TSXV;Environmental Waste International Inc.;EWS; 1 653 498 ; 330 699 582 ;Clean Technology & Renewable Energy;;ON;Canada;;20001002;;;;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 10 480 407 ; 100 615 ; 600 ;11
V-00630;1024014;TSXV;EnWave Corporation;ENW; 23 827 387 ; 110 825 055 ;Clean Technology & Renewable Energy;;BC;Canada;;19990809;;;;;;;;;Industrial Products & Services;Low Impact Material and Products;;;;;; 8 744 889 ; 2 191 217 ; 2 104 ;11
V-01739;12311;TSXV;EON Lithium Corp.;EON; 521 336 ; 17 377 857 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 2 443 159 ; 101 266 ; 307 ;11
V-04242;1174145;TSXV;EQ Inc.;EQ; 76 379 186 ; 69 435 624 ;Technology;;ON;Canada;TSX Comedown;20150331;;;;Y;;;;;;;;;; Internet Software & Services ;; 3 728 215 ; 3 942 699 ; 2 817 ;11
V-01364;28030;TSXV;Equity Metals Corporation;EQTY; 32 193 255 ; 183 961 458 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 67 768 501 ; 13 659 950 ; 10 032 ;11
V-00266;27371;TSXV;Eros Resources Corp.;ERC; 3 915 750 ; 97 893 741 ;Mining;;BC;Canada;RTO from NEX;20070615;;OTCQB;;;;;;;;;;;;;; 2 905 917 ; 116 806 ; 220 ;11
V-04557;1182545;TSXV;ESE Entertainment Inc.;ESE; 7 262 744 ; 111 734 523 ;Consumer Products & Services;Gaming;Poland;UK/Europe;QT;20200817;;OTCQX;Y;;;;;;;;Consumer Discretionary;;;;; 32 548 065 ; 3 242 968 ; 5 957 ;11
V-01075;27392;TSXV;Eskay Mining Corp.;ESK; 41 358 853 ; 183 817 123 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 15 755 270 ; 4 559 370 ; 6 199 ;11
V-04496;1181795;TSXV;E-Tech Resources Inc.;REE; 3 732 337 ; 106 638 197 ;Mining;;NS;Canada;QT;20211021;;;Y;;;;;;;;;;;;; 7 760 181 ; 397 038 ; 539 ;11
V-04947;1187175;TSXV;Eureka Capital Corp.;EBCD.P; 97 000 ; 9 700 000 ;CPC;;AB;Canada;IPO/CPC;20230309;;;Y;;;;;;;;;;;;; 75 706 ; 4 127 ; 11 ;4
V-04504;1181146;TSXV;Euro Manganese Inc.;EMN; 16 106 769 ; 402 669 227 ;Mining;;BC;Canada;IPO;20181002;ASX;OTCQX;;;;;;;;;;;;;; 34 012 135 ; 2 294 523 ; 1 920 ;11
EUR0015;1187750;TSXV;Euromax Resources Ltd.;EOX; 8 347 238 ; 556 482 548 ;Mining;;UK;UK/Europe;TSX Comedown;20240109;;;;;;;;;;;;;;;; 12 180 109 ; 218 853 ; 403 ;11
V-02650;1114336;TSXV;European Electric Metals Inc.;EVX; 20 121 105 ; 50 302 762 ;Mining;;BC;Canada;Other;20071019;;;;;;;;;;;;;;;;;;;
V-04820;1185425;TSXV;EV Nickel Inc.;EVNI; 58 779 551 ; 110 904 813 ;Mining;;ON;Canada;IPO;20211203;;;;;;;;;;;;;;;; 72 706 847 ; 39 492 570 ; 8 713 ;11
V-04770;1184887;TSXV;EverGen Infrastructure Corp.;EVGN; 23 412 874 ; 14 019 685 ;Clean Technology & Renewable Energy;;BC;Canada;IPO;20210804;;OTCQX;;;Y;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 1 244 626 ; 2 631 029 ; 2 026 ;11
V-04603;1183256;TSXV;Evergold Corp.;EVER; 2 396 014 ; 119 800 696 ;Mining;;ON;Canada;IPO;20191004;;;;;;;;;;;;;;;; 42 863 446 ; 1 442 947 ; 1 681 ;11
V-01145;1023067;TSXV;Everybody Loves Languages Corp.;ELL; 1 069 276 ; 35 642 524 ;Consumer Products & Services;;ON;Canada;;;;;;;;;;;;;Consumer Discretionary;;;;; 5 007 989 ; 148 751 ; 209 ;11
V-04669;1184280;TSXV;Everyday People Financial Corp.;EPF; 46 228 401 ; 118 534 361 ;Technology;;AB;Canada;QT;20220908;;OTCQB;Y;;;;;;;;;;; Fintech ;; 10 288 610 ; 4 021 218 ; 2 397 ;11
V-04868;1186131;TSXV;Evocati Capital Resources Inc.;EVOC.P; 392 000 ; 11 200 000 ;CPC;;ON;Canada;IPO/CPC;20220408;;;Y;;;;;;;;;;;;; 329 079 ; 16 486 ; 46 ;10
V-03767;1145690;TSXV;EvokAI Creative Labs Inc.;OKAI; 1 521 099 ; 76 054 930 ;Life Sciences;;Finland;UK/Europe;RTO from NEX;20230414;;OTCQB;Y;;;;;;;;; Healthcare Technology ;;;; 1 136 630 ; 63 726 ; 110 ;10
V-04185;1168160;TSXV;Evome Medical Technologies Inc.;EVMT; 6 578 701 ; 59 806 377 ;Life Sciences;;CA;USA;COB;20210609;;;Y;;;San Diego;;;;;; Healthcare Facilities and Equipment ;;;; 20 453 732 ; 3 420 553 ; 2 929 ;11
V-04976;1187390;TSXV;EVP Capital Inc.;EVP.P; 897 246 ; 8 545 200 ;CPC;;ON;Canada;IPO/CPC;20230804;;;Y;;;;;;;;;;;;;;;;
V-04575;1182051;TSXV;Exelerate Capital Corp.;XCAP.P; 878 013 ; 17 560 250 ;CPC;;ON;Canada;IPO/CPC;20190607;;;Y;;;;;;;;;;;;; 543 081 ; 19 599 ; 37 ;10
V-00268;1091464;TSXV;ExGen Resources Inc.;EXG; 5 750 371 ; 63 893 014 ;Mining;;AB;Canada;;;;;;;;;;;;;;;;;; 1 091 108 ; 88 321 ; 205 ;11
V-04169;1167790;TSXV;F3 Uranium Corp.;FUU; 116 531 584 ; 506 659 063 ;Mining;;BC;Canada;Other;20131210;;OTCQB;;Y;;;;;;;;;;;; 200 200 610 ; 71 963 777 ; 48 365 ;11
V-00682;822073;TSXV;Fab-Form Industries Ltd.;FBF; 13 486 525 ; 9 174 507 ;Industrial Products & Services;;BC;Canada;;;;;;;;;;;;;;;;;; 866 586 ; 1 603 296 ; 1 082 ;11
V-04919;1186345;TSXV;Faction Investment Group Corp.;FINV.P; 99 000 ; 9 900 000 ;CPC;;BC;Canada;IPO/CPC;20220912;;;Y;;;;;;;;;;;;; 28 501 ; 378 ; 5 ;4
V-04745;1184780;TSXV;Fairchild Gold Corp.;FAIR; 2 899 220 ; 48 320 337 ;Mining;;BC;Canada;IPO;20210616;;;;;;;;;;;;;;;; 17 069 145 ; 1 090 493 ; 702 ;11
V-04821;1185340;TSXV;Fairplay Ventures Inc.;FPY.P; 850 000 ; 8 500 000 ;CPC;;ON;Canada;IPO/CPC;20211223;;;Y;;;;;;;;;;;;;;;;
V-03634;1135105;TSXV;Falco Resources Ltd.;FPC; 102 250 528 ; 280 138 434 ;Mining;;QC;Canada;QT;20120925;;;Y;Y;;;;;;;;;;;; 47 748 213 ; 14 870 684 ; 12 690 ;11
V-01758;1023402;TSXV;Falcon Energy Materials PLC;FLCN; 99 886 811 ; 117 513 895 ;Mining;;UAE;Other;RTO;20170116;;;;;;;;;;;;;;;; 9 615 529 ; 6 456 949 ; 2 820 ;11
V-02688;1115788;TSXV;Falcon Gold Corp.;FG; 5 024 431 ; 167 481 028 ;Mining;;ON;Canada;QT from NEX;20110503;;OTCQB;Y;;;;;;;;;;;;; 39 486 938 ; 1 649 206 ; 1 977 ;11
V-00686;37598;TSXV;Falcon Oil & Gas Ltd.;FO; 88 731 321 ; 1 109 141 512 ;Oil & Gas;;Ireland;UK/Europe;RTO;20050413;AIM;;;Y;;;;;;;;;;;; 34 304 600 ; 4 409 819 ; 3 282 ;11
V-00690;29799;TSXV;Fancamp Exploration Ltd.;FNC; 16 865 363 ; 240 933 751 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 18 371 115 ; 1 191 104 ; 769 ;11
V-04541;1181930;TSXV;Farstarcap Investment Corp.;FRS.P; 335 500 ; 6 710 001 ;CPC;;BC;Canada;IPO/CPC;20190213;;;Y;;;;;;;;;;;;; 52 829 ; 2 004 ; 14 ;5
V-05026;1188325;TSXV;Fiddlehead Resources Corp.;FHR; 8 472 923 ; 60 520 881 ;Oil & Gas;;AB;Canada;Other;20240910;;;;;;;;;;;;;;;; 4 614 418 ; 543 559 ; 511 ;3
V-02386;1107688;TSXV;Fidelity Minerals Corp.;FMN; 4 814 229 ; 106 982 859 ;Mining;;BC;Canada;Other;20061025;SSEV;;;;;;;;;;;;;;; 3 352 743 ; 148 286 ; 318 ;11
V-04759;1184846;TSXV;Fife Capital Corp.;FFC.P; 953 100 ; 3 530 000 ;CPC;;BC;Canada;IPO/CPC;20210715;;;Y;;;;;;;;;;;;; 99 009 ; 23 481 ; 29 ;8
V-01996;1099899;TSXV;Findev Inc.;FDI; 13 464 297 ; 28 647 441 ;Financial Services;;ON;Canada;COB;20161206;;;Y;;;;;;;;;;;;; 983 775 ; 399 320 ; 449 ;11
V-00698;1084835;TSXV;Finlay Minerals Ltd.;FYL; 3 452 781 ; 138 111 232 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 7 114 512 ; 234 256 ; 475 ;11
V-01683;1095337;TSXV;Fintech Select Ltd.;FTEC; 2 401 485 ; 80 049 515 ;Technology;;ON;Canada;QT;20061011;;;Y;;;;;;;;;;; Fintech ;; 19 981 238 ; 807 534 ; 1 483 ;11
V-04525;1181195;TSXV;FireFox Gold Corp.;FFOX; 8 131 390 ; 203 284 749 ;Mining;;BC;Canada;IPO;20181221;;OTCQB;;;;;;;;;;;;;; 22 275 392 ; 1 316 711 ; 1 694 ;11
V-04341;1179135;TSXV;Fireweed Metals Corp.;FWZ; 250 465 483 ; 180 841 504 ;Mining;;BC;Canada;IPO;20170529;;OTCQB;;Y;;;;;;;;;;;; 34 071 340 ; 41 521 931 ; 22 618 ;11
V-02585;1113907;TSXV;Firm Capital Apartment Real Estate Investment Trust;FCA; 65 430 177 ; 14 649 981 ;Real Estate;;ON;Canada;QT from NEX;20140103;;;Y;;;;;;;;;; Industrial/Office/Retail/Residential ;; Y ; 213 486 ; 2 306 031 ; 316 ;11
V-04833;1185666;TSXV;First and Goal Capital Corp.;FGCC.P; 949 650 ; 15 827 500 ;CPC;;ON;Canada;IPO/CPC;20220111;;;Y;;;;;;;;;;;;; 425 663 ; 14 114 ; 55 ;8
V-02983;1118539;TSXV;First Andes Silver Ltd.;FAS; 2 488 453 ; 33 179 372 ;Mining;;BC;Canada;QT from NEX;20210601;;;Y;;;;;;;;;;;;; 3 304 252 ; 381 972 ; 616 ;11
V-04132;1162070;TSXV;First Atlantic Nickel Corp.;FAN; 23 356 461 ; 80 539 521 ;Mining;;BC;Canada;IPO;20130619;;;;;;;;;;;;;;;; 47 445 865 ; 7 022 358 ; 5 176 ;11
V-04760;1185211;TSXV;First Helium Inc.;HELI; 6 416 971 ; 213 899 024 ;Oil & Gas;;BC;Canada;Other;20210712;;OTCQX;;;;;;;;;;;;;; 67 828 053 ; 3 473 451 ; 3 455 ;11
V-02834;1117566;TSXV;First Hydrogen Corp.;FHYD; 23 902 499 ; 72 431 815 ;Clean Technology & Renewable Energy;;BC;Canada;QT from NEX;20200616;;;Y;;;;;;Consumer Products & Services;Energy Efficiency;;;;;; 14 295 674 ; 9 862 155 ; 5 928 ;11
V-04263;1175665;TSXV;First Nordic Metals Corp.;FNM; 70 875 331 ; 228 630 099 ;Mining;;BC;Canada;Other;20150929;;OTCQB;;;;;;;;;;;;;; 60 206 139 ; 18 745 062 ; 11 199 ;11
V-04771;1185010;TSXV;First Tidal Acquisition Corp.;AAA.P; 280 000 ; 8 000 000 ;CPC;;NB;Canada;IPO/CPC;20210826;;;Y;;;;;;;;;;;;; 585 257 ; 25 646 ; 77 ;11
V-00457;17446;TSXV;Fitzroy Minerals Inc.;FTZ; 23 376 805 ; 116 884 027 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 19 664 750 ; 3 270 415 ; 2 237 ;11
V-00713;28805;TSXV;Fjordland Exploration Inc.;FEX; 829 355 ; 82 935 531 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 6 457 560 ; 118 960 ; 283 ;11
V-04920;1184725;TSXV;Florence One Capital Inc.;FONC.P; 641 680 ; 16 042 000 ;CPC;;AB;Canada;IPO/CPC;20220912;;;Y;;;;;;;;;;;;; 491 670 ; 17 185 ; 47 ;8
V-04455;1181461;TSXV;Flow Capital Corp.;FW; 26 095 309 ; 30 700 363 ;Financial Services;;ON;Canada;TSX Comedown;20180611;;;;;;;;;;;;;;;; 2 463 966 ; 1 305 451 ; 396 ;11
V-00043;1076112;TSXV;FLYHT Aerospace Solutions Ltd.;FLY; 12 869 225 ; 38 997 650 ;Technology;;AB;Canada;;;;OTCQX;Y;;;;;;;;;;; Communication Technology ;; 13 725 392 ; 4 372 412 ; 2 775 ;11
V-03090;1118769;TSXV;FOBI AI Inc.;FOBI; 8 983 919 ; 224 597 977 ;Technology;;BC;Canada;RTO from NEX;20190619;;OTCQB;;;;;;;;;;;; Software ;; 62 872 573 ; 4 453 020 ; 8 733 ;11
V-03127;1128422;TSXV;Focus Graphite Inc.;FMS; 5 137 313 ; 68 497 506 ;Mining;;ON;Canada;Other;20100525;;OTCQB;;;;;;;;;;;;;; 5 505 736 ; 701 514 ; 1 356 ;11
V-00696;1098014;TSXV;Fokus Mining Corporation;FKM; 23 085 714 ; 144 285 710 ;Mining;;QC;Canada;Other;20050107;;OTCQB;;;;;;;;;;;;;; 69 276 986 ; 5 196 331 ; 3 197 ;11
V-00177;1023933;TSXV;Fort St. James Nickel Corp.;FTJ; 1 181 172 ; 26 248 262 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 1 341 452 ; 62 645 ; 47 ;10
V-04300;1176910;TSXV;Fortune Bay Corp.;FOR; 11 440 863 ; 48 684 522 ;Mining;;NS;Canada;Other;20160705;;OTCQX;;;;;;;;;;;;;; 6 098 804 ; 1 431 463 ; 1 174 ;11
V-00731;40156;TSXV;Forum Energy Metals Corp.;FMC; 20 619 170 ; 294 559 574 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 61 398 752 ; 7 521 340 ; 6 537 ;11
V-04342;1179000;TSXV;Forward Water Technologies Corp.;FWTC; 3 688 094 ; 49 174 592 ;Clean Technology & Renewable Energy;;ON;Canada;QT;20211026;;;Y;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 10 138 403 ; 211 780 ; 402 ;11
V-04700;1184627;TSXV;Founders Metals Inc.;FDR; 354 562 930 ; 87 980 876 ;Mining;;AB;Canada;Other;20210303;;OTCQX;;Y;Y;;;;;;;;;;; 41 248 376 ; 94 136 443 ; 52 886 ;11
V-00787;1074373;TSXV;Fountain Asset Corp.;FA; 2 471 068 ; 61 776 702 ;Financial Services;;ON;Canada;Other;20060109;;;;;;;;;;;;;;;; 7 688 625 ; 331 986 ; 151 ;11
V-04822;1185695;TSXV;Fountainhall Capital Corp.;FUN.P; 1 673 750 ; 5 150 000 ;CPC;;BC;Canada;IPO/CPC;20211214;;;Y;;;;;;;;;;;;; 85 800 ; 24 187 ; 38 ;8
V-04693;1184466;TSXV;Four Arrows Capital Corp.;AROW.P; 523 987 ; 13 099 664 ;CPC;;BC;Canada;IPO/CPC;20210225;;;Y;;;;;;;;;;;;; 1 019 384 ; 39 697 ; 43 ;10
V-04317;1178240;TSXV;FP Newspapers Inc.;FP; 3 244 218 ; 6 902 592 ;Comm. & Media;;BC;Canada;TSX Comedown;20161122;;;;;;;;;;;;;;;; 511 474 ; 270 800 ; 162 ;11
V-00708;1023511;TSXV;FPX Nickel Corp.;FPX; 76 514 782 ; 314 875 646 ;Mining;;BC;Canada;TSX Comedown;20161017;;OTCQB;;Y;;;;;;;;;;;; 15 045 351 ; 4 478 790 ; 4 073 ;11
V-04076;1160860;TSXV;Fredonia Mining Inc.;FRED; 15 506 936 ; 45 608 635 ;Mining;;Argentina;Latin America;QT from NEX;20210714;;;Y;;;;;;;;;;;;; 58 373 943 ; 1 856 854 ; 1 055 ;11
V-04845;1186030;TSXV;Freeman Gold Corp.;FMAN; 20 133 906 ; 191 751 484 ;Mining;;BC;Canada;Other;20220208;;OTCQX;;;;;;;;;;;;;; 19 853 548 ; 2 065 158 ; 1 668 ;11
V-00734;29960;TSXV;Freeport Resources Inc.;FRI; 10 507 348 ; 262 683 689 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 50 951 861 ; 2 643 184 ; 2 226 ;11
V-04640;1183930;TSXV;Frequency Exchange Corp.;FREQ; 12 731 569 ; 45 469 888 ;Life Sciences;;BC;Canada;QT;20220207;;;Y;;;;;;;;; Healthcare Technology ;;;; 1 905 531 ; 314 059 ; 452 ;11
V-04989;1186680;TSXV;Fresh Factory B.C. Ltd (The);FRSH; 8 846 469 ; 10 788 377 ;Industrial Products & Services;;IL;USA;Other;20231005;;;;;;Carol Stream;;;;;;;;;; 545 960 ; 439 354 ; 406 ;11
V-04869;1185485;TSXV;FRNT Financial Inc.;FRNT; 14 896 712 ; 37 241 779 ;Technology;Blockchain/Cryptocurrency;ON;Canada;IPO;20220419;;;;;;;;;;;;;; Fintech ;; 7 432 509 ; 3 816 727 ; 2 398 ;11
V-00930;1023563;TSXV;Frontier Lithium Inc.;FL; 122 918 602 ; 227 627 041 ;Mining;;ON;Canada;;19950410;;OTCQX;;Y;;;;;;;;;;;; 35 513 213 ; 25 570 021 ; 20 314 ;11
V-04729;1184910;TSXV;FRX Innovations Inc.;FRXI; 2 961 387 ; 118 455 476 ;Clean Technology & Renewable Energy;;MA;USA;QT;20220524;;OTCQB;Y;;;Chelmsford;;;Industrial Products & Services;Low Impact Material and Products;;;;;; 6 231 665 ; 291 419 ; 420 ;7
V-00681;19977;TSXV;FTI Foodtech International Inc.;FTI; 2 095 641 ; 14 968 863 ;Industrial Products & Services;;ON;Canada;;;;;;;;;;;;;;;;;; 1 871 319 ; 97 936 ; 113 ;11
V-01179;1099174;TSXV;Fuelpositive Corporation;NHHH; 19 186 111 ; 548 174 592 ;Clean Technology & Renewable Energy;;ON;Canada;QT;20060206;;OTCQB;Y;;;;;;Industrial Products & Services;Energy Efficiency;;;;;; 70 846 709 ; 3 633 521 ; 4 903 ;11
V-04782;1184750;TSXV;Fuerte Metals Corporation;FMT; 57 497 286 ; 61 167 326 ;Mining;;BC;Canada;Other;20210907;;;;;;;;;;;;;;;; 17 270 500 ; 19 074 488 ; 3 645 ;10
V-04784;1185045;TSXV;Full Circle Lithium Corp.;FCLI; 19 393 604 ; 74 590 786 ;Clean Technology & Renewable Energy;;GA;USA;QT;20230501;;OTCQB;Y;;;Nahunta;;;Industrial Products & Services;Renewable Energy Equipment Manufacturing and Tech;;;;;; 4 443 964 ; 1 451 231 ; 1 108 ;11
V-00740;1094723;TSXV;Full Metal Minerals Ltd.;FMM; 2 965 623 ; 59 312 456 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 2 312 691 ; 89 100 ; 99 ;11
V-02165;1065762;TSXV;Fuse Battery Metals Inc.;FUSE; 1 315 642 ; 37 589 760 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 8 836 960 ; 245 229 ; 1 002 ;11
V-01749;14495;TSXV;Future Fuels Inc.;FTUR; 12 398 948 ; 30 997 369 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 2 268 417 ; 581 975 ; 290 ;11
V-01293;1074403;TSXV;G.E.T.T. Gold Inc.;GETT; 321 069 ; 21 404 631 ;Mining;;QC;Canada;;;;;;;;;;;;;;;;;; 10 652 678 ; 83 910 ; 435 ;11
V-04959;1187180;TSXV;G2M Cap Corp.;GTM.P; 272 000 ; 13 600 000 ;CPC;;BC;Canada;IPO/CPC;20230525;;;Y;;;;;;;;;;;;; 659 100 ; 18 233 ; 54 ;7
V-03948;1150705;TSXV;G6 Materials Corp.;GGG; 689 544 ; 19 701 253 ;Technology;;NY;USA;RTO;20140811;;OTCQB;;;;Ronkonkoma;;;;;;;; Hardware & Equipment ;; 5 264 705 ; 361 227 ; 985 ;11
V-01247;22311;TSXV;Gabo Mining Ltd.;GAB; 1 524 445 ; 21 777 781 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 2 988 210 ; 179 676 ; 567 ;11
V-04407;1180667;TSXV;Gabriel Resources Ltd.;GBU; 18 844 496 ; 1 256 299 760 ;Mining;;England;UK/Europe;TSX Comedown;20180201;;;;;;;;;;;;;;;; 220 563 500 ; 10 281 835 ; 7 540 ;11
V-00754;1062292;TSXV;Galantas Gold Corporation;GAL; 8 590 147 ; 114 535 293 ;Mining;;ON;Canada;;;AIM;OTCQX;;;;;;;;;;;;;; 14 788 696 ; 2 177 645 ; 2 749 ;11
V-04926;1186730;TSXV;Galaxy Ventures Inc.;GXY.P; 688 500 ; 8 100 000 ;CPC;;BC;Canada;IPO/CPC;20221110;;;Y;;;;;;;;;;;;; 183 133 ; 15 742 ; 46 ;11
V-01357;27626;TSXV;Galleon Gold Corp.;GGO; 12 091 432 ; 67 174 621 ;Mining;;ON;Canada;TSX Comedown;20131010;;;;;;;;;;;;;;;; 19 036 592 ; 4 082 329 ; 5 064 ;11
V-02474;1106069;TSXV;Galore Resources Inc.;GRI; 1 773 007 ; 177 300 669 ;Mining;;BC;Canada;Other;20070319;;OTCQB;;;;;;;;;;;;;; 2 760 818 ; 34 062 ; 206 ;11
V-04096;1161505;TSXV;Galway Metals Inc.;GWM; 46 743 815 ; 95 395 541 ;Mining;;ON;Canada;Other;20130104;;OTCQB;;;;;;;;;;;;;; 14 631 223 ; 6 847 646 ; 5 519 ;11
V-00761;1023604;TSXV;Garibaldi Resources Corp.;GGI; 9 590 000 ; 137 000 000 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 13 244 241 ; 1 150 109 ; 1 715 ;11
V-03715;1140775;TSXV;Gatekeeper Systems Inc.;GSI; 62 783 955 ; 93 707 395 ;Technology;;BC;Canada;QT;20130226;;;Y;;Y;;;;;;;;; Hardware & Equipment ;; 29 011 514 ; 18 637 324 ; 12 651 ;11
V-03681;1137059;TSXV;Geekco Technologies Corporation;GKO; 3 024 044 ; 60 480 887 ;Technology;;QC;Canada;QT from NEX;20201014;;;Y;;;;;;;;;;; Communication Technology ;; 5 355 765 ; 258 875 ; 186 ;11
V-04605;1183281;TSXV;Generation Uranium Inc.;GEN; 3 041 810 ; 33 797 892 ;Mining;;BC;Canada;QT;20221228;;;Y;;;;;;;;;;;;; 8 236 778 ; 1 844 484 ; 2 121 ;11
